"lambda_","max_iters","gamma","categorical_subsets","standardize","nan_threshold_percentage","nan_replacement_type","extrema_clip_percentage","non_informative_threshold","feature_augmentation","poly_max_degree","ihs","sine","sinh","cosine","cosh","exp","abs","seed","test_accuracies"
0.001,4000,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.73, 0.69, 0.76, 0.728, 0.77, 0.744, 0.68, 0.726, 0.702, 0.756]"
0.001,4000,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.762, 0.744, 0.776, 0.75, 0.706, 0.74, 0.714, 0.776]"
0.001,4000,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.716, 0.764, 0.752, 0.776, 0.75, 0.7, 0.748, 0.71, 0.772]"
0.001,4000,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.762, 0.744, 0.776, 0.75, 0.706, 0.74, 0.714, 0.776]"
0.001,4000,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.716, 0.764, 0.752, 0.776, 0.75, 0.7, 0.748, 0.71, 0.772]"
0.001,4000,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.718, 0.706, 0.754, 0.724, 0.778, 0.714, 0.688, 0.726, 0.698, 0.752]"
0.001,4000,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.718, 0.706, 0.752, 0.724, 0.778, 0.714, 0.688, 0.724, 0.696, 0.754]"
0.001,4000,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.718, 0.706, 0.754, 0.724, 0.778, 0.714, 0.688, 0.726, 0.698, 0.752]"
0.001,4000,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.718, 0.706, 0.752, 0.724, 0.778, 0.714, 0.688, 0.724, 0.696, 0.754]"
0.001,4000,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.744, 0.724, 0.778, 0.75, 0.778, 0.746, 0.712, 0.738, 0.71, 0.758]"
0.001,4000,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.744, 0.724, 0.782, 0.746, 0.774, 0.738, 0.712, 0.74, 0.712, 0.758]"
0.001,4000,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.744, 0.724, 0.778, 0.75, 0.778, 0.746, 0.712, 0.738, 0.71, 0.758]"
0.001,4000,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.744, 0.724, 0.782, 0.746, 0.774, 0.738, 0.712, 0.74, 0.712, 0.758]"
0.001,4000,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.658, 0.672, 0.682, 0.702, 0.738, 0.682, 0.66, 0.706, 0.648, 0.71]"
0.001,4000,0.1,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.65, 0.67, 0.682, 0.698, 0.732, 0.684, 0.662, 0.706, 0.65, 0.71]"
0.001,4000,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.658, 0.672, 0.682, 0.702, 0.738, 0.682, 0.66, 0.706, 0.648, 0.71]"
0.001,4000,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.65, 0.67, 0.682, 0.698, 0.732, 0.684, 0.662, 0.706, 0.65, 0.71]"
0.001,4000,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.698, 0.682, 0.748, 0.716, 0.754, 0.688, 0.672, 0.71, 0.652, 0.7]"
0.001,4000,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.692, 0.676, 0.738, 0.714, 0.76, 0.698, 0.67, 0.696, 0.652, 0.704]"
0.001,4000,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.698, 0.682, 0.748, 0.716, 0.754, 0.688, 0.672, 0.71, 0.652, 0.7]"
0.001,4000,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.692, 0.676, 0.738, 0.714, 0.76, 0.698, 0.67, 0.696, 0.652, 0.704]"
0.001,4000,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.596, 0.646, 0.662, 0.686, 0.69, 0.64, 0.624, 0.67, 0.592, 0.664]"
0.001,4000,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.604, 0.68, 0.724, 0.706, 0.706, 0.64, 0.606, 0.658, 0.59, 0.664]"
0.001,4000,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.596, 0.646, 0.662, 0.686, 0.69, 0.64, 0.624, 0.67, 0.592, 0.664]"
0.001,4000,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.604, 0.68, 0.724, 0.706, 0.706, 0.64, 0.606, 0.658, 0.59, 0.664]"
0.001,4000,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.612, 0.688, 0.694, 0.71, 0.722, 0.668, 0.658, 0.684, 0.58, 0.652]"
0.001,4000,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.648, 0.68, 0.714, 0.706, 0.698, 0.684, 0.656, 0.714, 0.622, 0.666]"
0.001,4000,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.612, 0.688, 0.694, 0.71, 0.722, 0.668, 0.658, 0.684, 0.58, 0.652]"
0.001,4000,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.648, 0.68, 0.714, 0.706, 0.698, 0.684, 0.656, 0.714, 0.622, 0.666]"
0.001,4200,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.668, 0.676, 0.726, 0.724, 0.738, 0.708, 0.676, 0.72, 0.674, 0.734]"
0.001,4200,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.668, 0.678, 0.728, 0.726, 0.736, 0.704, 0.672, 0.718, 0.674, 0.734]"
0.001,4200,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.668, 0.676, 0.726, 0.724, 0.738, 0.708, 0.676, 0.72, 0.674, 0.734]"
0.001,4200,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.668, 0.678, 0.728, 0.726, 0.736, 0.704, 0.672, 0.718, 0.674, 0.734]"
0.001,4200,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.7, 0.736, 0.736, 0.75, 0.72, 0.686, 0.712, 0.692, 0.756]"
0.001,4200,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.696, 0.73, 0.742, 0.742, 0.718, 0.686, 0.72, 0.688, 0.75]"
0.001,4200,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.7, 0.736, 0.736, 0.75, 0.72, 0.686, 0.712, 0.692, 0.756]"
0.001,4200,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.696, 0.73, 0.742, 0.742, 0.718, 0.686, 0.72, 0.688, 0.75]"
0.001,4200,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.698, 0.754, 0.742, 0.766, 0.738, 0.682, 0.736, 0.714, 0.754]"
0.001,4200,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.7, 0.754, 0.742, 0.766, 0.74, 0.682, 0.736, 0.71, 0.754]"
0.001,4200,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.698, 0.754, 0.742, 0.766, 0.738, 0.682, 0.736, 0.714, 0.754]"
0.001,4200,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.7, 0.754, 0.742, 0.766, 0.74, 0.682, 0.736, 0.71, 0.754]"
0.001,4200,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.706, 0.762, 0.746, 0.766, 0.746, 0.706, 0.746, 0.712, 0.766]"
0.001,4200,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.714, 0.764, 0.75, 0.768, 0.746, 0.708, 0.748, 0.714, 0.77]"
0.001,4200,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.706, 0.762, 0.746, 0.766, 0.746, 0.706, 0.746, 0.712, 0.766]"
0.001,4200,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.714, 0.764, 0.75, 0.768, 0.746, 0.708, 0.748, 0.714, 0.77]"
0.001,4200,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.716, 0.706, 0.752, 0.728, 0.752, 0.742, 0.708, 0.75, 0.732, 0.746]"
0.001,4200,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.718, 0.71, 0.746, 0.726, 0.754, 0.742, 0.708, 0.744, 0.734, 0.744]"
0.001,4200,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.716, 0.706, 0.752, 0.728, 0.752, 0.742, 0.708, 0.75, 0.732, 0.746]"
0.001,4200,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.718, 0.71, 0.746, 0.726, 0.754, 0.742, 0.708, 0.744, 0.734, 0.744]"
0.001,4200,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.72, 0.726, 0.76, 0.74, 0.772, 0.756, 0.72, 0.742, 0.754, 0.746]"
0.001,4200,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.728, 0.76, 0.738, 0.776, 0.758, 0.722, 0.744, 0.756, 0.75]"
0.001,4200,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.72, 0.726, 0.76, 0.74, 0.772, 0.756, 0.72, 0.742, 0.754, 0.746]"
0.001,4200,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.728, 0.76, 0.738, 0.776, 0.758, 0.722, 0.744, 0.756, 0.75]"
0.001,4200,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.682, 0.694, 0.718, 0.712, 0.742, 0.686, 0.748, 0.74, 0.766]"
0.001,4200,0.1,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.684, 0.696, 0.722, 0.708, 0.746, 0.69, 0.75, 0.736, 0.764]"
0.001,4200,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.682, 0.694, 0.718, 0.712, 0.742, 0.686, 0.748, 0.74, 0.766]"
0.001,4200,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.684, 0.696, 0.722, 0.708, 0.746, 0.69, 0.75, 0.736, 0.764]"
0.001,4200,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.702, 0.702, 0.722, 0.712, 0.718, 0.756, 0.72, 0.746, 0.748, 0.774]"
0.001,4200,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.7, 0.7, 0.718, 0.718, 0.712, 0.758, 0.716, 0.746, 0.752, 0.772]"
0.001,4200,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.702, 0.702, 0.722, 0.712, 0.718, 0.756, 0.72, 0.746, 0.748, 0.774]"
0.001,4200,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.7, 0.7, 0.718, 0.718, 0.712, 0.758, 0.716, 0.746, 0.752, 0.772]"
0.001,4200,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.696, 0.612, 0.584, 0.62, 0.66, 0.672, 0.676, 0.714, 0.698, 0.734]"
0.001,4200,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.702, 0.61, 0.654, 0.564, 0.52, 0.678, 0.654, 0.712, 0.664, 0.726]"
0.001,4200,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.696, 0.612, 0.584, 0.62, 0.66, 0.672, 0.676, 0.714, 0.698, 0.734]"
0.001,4200,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.702, 0.61, 0.654, 0.564, 0.52, 0.678, 0.654, 0.712, 0.664, 0.726]"
0.001,4200,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.69, 0.704, 0.696, 0.622, 0.534, 0.682, 0.684, 0.708, 0.744, 0.746]"
0.001,4200,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.662, 0.638, 0.668, 0.704, 0.54, 0.736, 0.692, 0.716, 0.748, 0.752]"
0.001,4200,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.69, 0.704, 0.696, 0.622, 0.534, 0.682, 0.684, 0.708, 0.744, 0.746]"
0.001,4200,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.662, 0.638, 0.668, 0.704, 0.54, 0.736, 0.692, 0.716, 0.748, 0.752]"
0.001,4400,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.68, 0.726, 0.724, 0.738, 0.704, 0.672, 0.72, 0.674, 0.734]"
0.001,4400,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.678, 0.728, 0.724, 0.738, 0.704, 0.668, 0.722, 0.674, 0.734]"
0.001,4400,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.68, 0.726, 0.724, 0.738, 0.704, 0.672, 0.72, 0.674, 0.734]"
0.001,4400,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.678, 0.728, 0.724, 0.738, 0.704, 0.668, 0.722, 0.674, 0.734]"
0.001,4400,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.704, 0.738, 0.738, 0.75, 0.72, 0.688, 0.712, 0.694, 0.756]"
0.001,4400,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.678, 0.702, 0.734, 0.74, 0.744, 0.716, 0.682, 0.72, 0.688, 0.75]"
0.001,4400,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.704, 0.738, 0.738, 0.75, 0.72, 0.688, 0.712, 0.694, 0.756]"
0.001,4400,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.678, 0.702, 0.734, 0.74, 0.744, 0.716, 0.682, 0.72, 0.688, 0.75]"
0.001,4400,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.702, 0.756, 0.736, 0.762, 0.74, 0.688, 0.728, 0.714, 0.754]"
0.001,4400,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.702, 0.756, 0.736, 0.758, 0.742, 0.688, 0.728, 0.712, 0.754]"
0.001,4400,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.702, 0.756, 0.736, 0.762, 0.74, 0.688, 0.728, 0.714, 0.754]"
0.001,4400,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.702, 0.756, 0.736, 0.758, 0.742, 0.688, 0.728, 0.712, 0.754]"
0.001,4400,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.724, 0.766, 0.74, 0.766, 0.748, 0.706, 0.742, 0.714, 0.774]"
0.001,4400,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.722, 0.728, 0.768, 0.744, 0.766, 0.75, 0.706, 0.746, 0.712, 0.772]"
0.001,4400,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.724, 0.766, 0.74, 0.766, 0.748, 0.706, 0.742, 0.714, 0.774]"
0.001,4400,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.722, 0.728, 0.768, 0.744, 0.766, 0.75, 0.706, 0.746, 0.712, 0.772]"
0.001,4400,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.718, 0.72, 0.75, 0.744, 0.744, 0.748, 0.71, 0.73, 0.738, 0.752]"
0.001,4400,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.718, 0.72, 0.75, 0.744, 0.746, 0.744, 0.71, 0.732, 0.74, 0.75]"
0.001,4400,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.718, 0.72, 0.75, 0.744, 0.744, 0.748, 0.71, 0.73, 0.738, 0.752]"
0.001,4400,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.718, 0.72, 0.75, 0.744, 0.746, 0.744, 0.71, 0.732, 0.74, 0.75]"
0.001,4400,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.708, 0.738, 0.758, 0.75, 0.778, 0.768, 0.734, 0.746, 0.762, 0.764]"
0.001,4400,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.71, 0.738, 0.76, 0.744, 0.776, 0.772, 0.732, 0.748, 0.76, 0.76]"
0.001,4400,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.708, 0.738, 0.758, 0.75, 0.778, 0.768, 0.734, 0.746, 0.762, 0.764]"
0.001,4400,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.71, 0.738, 0.76, 0.744, 0.776, 0.772, 0.732, 0.748, 0.76, 0.76]"
0.001,4400,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.714, 0.716, 0.72, 0.72, 0.764, 0.686, 0.686, 0.67, 0.768, 0.738]"
0.001,4400,0.1,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.706, 0.71, 0.72, 0.716, 0.758, 0.684, 0.692, 0.672, 0.762, 0.734]"
0.001,4400,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.714, 0.716, 0.72, 0.72, 0.764, 0.686, 0.686, 0.67, 0.768, 0.738]"
0.001,4400,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.706, 0.71, 0.72, 0.716, 0.758, 0.684, 0.692, 0.672, 0.762, 0.734]"
0.001,4400,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.74, 0.698, 0.724, 0.744, 0.728, 0.706, 0.69, 0.774, 0.746]"
0.001,4400,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.748, 0.71, 0.728, 0.746, 0.728, 0.706, 0.686, 0.77, 0.748]"
0.001,4400,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.74, 0.698, 0.724, 0.744, 0.728, 0.706, 0.69, 0.774, 0.746]"
0.001,4400,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.748, 0.71, 0.728, 0.746, 0.728, 0.706, 0.686, 0.77, 0.748]"
0.001,4400,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.652, 0.72, 0.716, 0.724, 0.604, 0.574, 0.652, 0.638, 0.704]"
0.001,4400,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.638, 0.654, 0.662, 0.708, 0.714, 0.626, 0.614, 0.574, 0.676, 0.708]"
0.001,4400,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.652, 0.72, 0.716, 0.724, 0.604, 0.574, 0.652, 0.638, 0.704]"
0.001,4400,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.638, 0.654, 0.662, 0.708, 0.714, 0.626, 0.614, 0.574, 0.676, 0.708]"
0.001,4400,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.636, 0.684, 0.692, 0.678, 0.702, 0.688, 0.658, 0.65, 0.748, 0.712]"
0.001,4400,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.692, 0.674, 0.7, 0.71, 0.66, 0.626, 0.68, 0.73, 0.7]"
0.001,4400,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.636, 0.684, 0.692, 0.678, 0.702, 0.688, 0.658, 0.65, 0.748, 0.712]"
0.001,4400,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.692, 0.674, 0.7, 0.71, 0.66, 0.626, 0.68, 0.73, 0.7]"
0.001,4600,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.682, 0.726, 0.726, 0.736, 0.704, 0.67, 0.716, 0.672, 0.732]"
0.001,4600,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.678, 0.728, 0.726, 0.736, 0.702, 0.672, 0.718, 0.674, 0.732]"
0.001,4600,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.682, 0.726, 0.726, 0.736, 0.704, 0.67, 0.716, 0.672, 0.732]"
0.001,4600,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.678, 0.728, 0.726, 0.736, 0.702, 0.672, 0.718, 0.674, 0.732]"
0.001,4600,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.7, 0.736, 0.736, 0.746, 0.722, 0.686, 0.712, 0.694, 0.756]"
