"lambda_","max_iters","gamma","categorical_subsets","standardize","nan_threshold_percentage","nan_replacement_type","extrema_clip_percentage","non_informative_threshold","feature_augmentation","poly_max_degree","ihs","sine","sinh","cosine","cosh","exp","abs","seed","test_accuracies"
0.1,600,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,600,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,600,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,600,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,600,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.692, 0.764, 0.744, 0.77, 0.742, 0.69, 0.724, 0.726, 0.752]"
0.1,600,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.69, 0.762, 0.744, 0.768, 0.742, 0.688, 0.722, 0.726, 0.754]"
0.1,600,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.692, 0.764, 0.744, 0.77, 0.742, 0.69, 0.724, 0.726, 0.752]"
0.1,600,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.69, 0.762, 0.744, 0.768, 0.742, 0.688, 0.722, 0.726, 0.754]"
0.1,600,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,600,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,600,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,600,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,800,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.668, 0.662, 0.73, 0.716, 0.724, 0.702, 0.672, 0.716, 0.672, 0.73]"
0.1,800,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.668, 0.73, 0.716, 0.72, 0.7, 0.672, 0.708, 0.668, 0.732]"
0.1,800,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.668, 0.662, 0.73, 0.716, 0.724, 0.702, 0.672, 0.716, 0.672, 0.73]"
0.1,800,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.668, 0.73, 0.716, 0.72, 0.7, 0.672, 0.708, 0.668, 0.732]"
0.1,800,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.748, 0.724, 0.678, 0.71, 0.692, 0.758]"
0.1,800,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.686, 0.728, 0.73, 0.732, 0.716, 0.684, 0.714, 0.686, 0.758]"
0.1,800,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.748, 0.724, 0.678, 0.71, 0.692, 0.758]"
0.1,800,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.686, 0.728, 0.73, 0.732, 0.716, 0.684, 0.714, 0.686, 0.758]"
0.1,800,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.696, 0.72, 0.722, 0.732, 0.71, 0.69, 0.72, 0.68, 0.738]"
0.1,800,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.692, 0.72, 0.724, 0.738, 0.712, 0.686, 0.718, 0.68, 0.738]"
0.1,800,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.696, 0.72, 0.722, 0.732, 0.71, 0.69, 0.72, 0.68, 0.738]"
0.1,800,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.692, 0.72, 0.724, 0.738, 0.712, 0.686, 0.718, 0.68, 0.738]"
0.1,800,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.698, 0.74, 0.732, 0.75, 0.726, 0.702, 0.724, 0.702, 0.762]"
0.1,800,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.7, 0.736, 0.736, 0.748, 0.726, 0.704, 0.724, 0.704, 0.762]"
0.1,800,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.698, 0.74, 0.732, 0.75, 0.726, 0.702, 0.724, 0.702, 0.762]"
0.1,800,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.7, 0.736, 0.736, 0.748, 0.726, 0.704, 0.724, 0.704, 0.762]"
0.1,800,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.7, 0.76, 0.738, 0.766, 0.734, 0.688, 0.722, 0.724, 0.758]"
0.1,800,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.7, 0.76, 0.742, 0.766, 0.734, 0.686, 0.722, 0.72, 0.758]"
0.1,800,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.7, 0.76, 0.738, 0.766, 0.734, 0.688, 0.722, 0.724, 0.758]"
0.1,800,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.7, 0.76, 0.742, 0.766, 0.734, 0.686, 0.722, 0.72, 0.758]"
0.1,800,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.708, 0.764, 0.754, 0.776, 0.738, 0.704, 0.736, 0.722, 0.774]"
0.1,800,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.722, 0.71, 0.766, 0.756, 0.776, 0.74, 0.704, 0.734, 0.72, 0.776]"
0.1,800,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.708, 0.764, 0.754, 0.776, 0.738, 0.704, 0.736, 0.722, 0.774]"
0.1,800,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.722, 0.71, 0.766, 0.756, 0.776, 0.74, 0.704, 0.734, 0.72, 0.776]"
0.1,800,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.692, 0.764, 0.744, 0.77, 0.742, 0.69, 0.724, 0.726, 0.752]"
0.1,800,0.1,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.69, 0.762, 0.744, 0.768, 0.742, 0.688, 0.722, 0.726, 0.754]"
0.1,800,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.692, 0.764, 0.744, 0.77, 0.742, 0.69, 0.724, 0.726, 0.752]"
0.1,800,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.69, 0.762, 0.744, 0.768, 0.742, 0.688, 0.722, 0.726, 0.754]"
0.1,800,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,800,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,800,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,800,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,800,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.692, 0.764, 0.744, 0.77, 0.742, 0.69, 0.724, 0.726, 0.752]"
0.1,800,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.69, 0.762, 0.744, 0.768, 0.742, 0.688, 0.722, 0.726, 0.754]"
0.1,800,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.692, 0.764, 0.744, 0.77, 0.742, 0.69, 0.724, 0.726, 0.752]"
0.1,800,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.69, 0.762, 0.744, 0.768, 0.742, 0.688, 0.722, 0.726, 0.754]"
0.1,800,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,800,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,800,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,800,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,1000,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.662, 0.73, 0.716, 0.726, 0.706, 0.672, 0.716, 0.672, 0.732]"
0.1,1000,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.668, 0.732, 0.712, 0.722, 0.702, 0.674, 0.71, 0.668, 0.732]"
0.1,1000,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.662, 0.73, 0.716, 0.726, 0.706, 0.672, 0.716, 0.672, 0.732]"
0.1,1000,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.668, 0.732, 0.712, 0.722, 0.702, 0.674, 0.71, 0.668, 0.732]"
0.1,1000,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.688, 0.736, 0.728, 0.75, 0.724, 0.678, 0.71, 0.692, 0.758]"
0.1,1000,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.686, 0.728, 0.73, 0.736, 0.716, 0.684, 0.716, 0.686, 0.758]"
0.1,1000,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.688, 0.736, 0.728, 0.75, 0.724, 0.678, 0.71, 0.692, 0.758]"
0.1,1000,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.686, 0.728, 0.73, 0.736, 0.716, 0.684, 0.716, 0.686, 0.758]"
0.1,1000,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.696, 0.722, 0.724, 0.738, 0.712, 0.69, 0.72, 0.68, 0.738]"
0.1,1000,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.696, 0.722, 0.724, 0.736, 0.71, 0.692, 0.722, 0.68, 0.74]"
0.1,1000,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.696, 0.722, 0.724, 0.738, 0.712, 0.69, 0.72, 0.68, 0.738]"
0.1,1000,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.696, 0.722, 0.724, 0.736, 0.71, 0.692, 0.722, 0.68, 0.74]"
0.1,1000,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.692, 0.702, 0.74, 0.736, 0.75, 0.724, 0.704, 0.732, 0.7, 0.762]"
0.1,1000,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.702, 0.74, 0.736, 0.75, 0.726, 0.704, 0.724, 0.704, 0.762]"
0.1,1000,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.692, 0.702, 0.74, 0.736, 0.75, 0.724, 0.704, 0.732, 0.7, 0.762]"
0.1,1000,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.702, 0.74, 0.736, 0.75, 0.726, 0.704, 0.724, 0.704, 0.762]"
0.1,1000,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.694, 0.76, 0.74, 0.77, 0.736, 0.69, 0.724, 0.724, 0.758]"
0.1,1000,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.696, 0.762, 0.744, 0.768, 0.736, 0.688, 0.722, 0.724, 0.758]"
0.1,1000,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.694, 0.76, 0.74, 0.77, 0.736, 0.69, 0.724, 0.724, 0.758]"
0.1,1000,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.696, 0.762, 0.744, 0.768, 0.736, 0.688, 0.722, 0.724, 0.758]"
0.1,1000,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.712, 0.766, 0.754, 0.776, 0.738, 0.704, 0.736, 0.726, 0.774]"
0.1,1000,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.712, 0.766, 0.754, 0.776, 0.742, 0.704, 0.738, 0.72, 0.776]"
0.1,1000,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.712, 0.766, 0.754, 0.776, 0.738, 0.704, 0.736, 0.726, 0.774]"
0.1,1000,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.712, 0.766, 0.754, 0.776, 0.742, 0.704, 0.738, 0.72, 0.776]"
0.1,1000,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.692, 0.764, 0.744, 0.77, 0.742, 0.69, 0.724, 0.726, 0.752]"
0.1,1000,0.1,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.69, 0.762, 0.744, 0.768, 0.742, 0.688, 0.722, 0.726, 0.754]"
0.1,1000,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.692, 0.764, 0.744, 0.77, 0.742, 0.69, 0.724, 0.726, 0.752]"
0.1,1000,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.69, 0.762, 0.744, 0.768, 0.742, 0.688, 0.722, 0.726, 0.754]"
0.1,1000,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,1000,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,1000,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,1000,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,1000,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.692, 0.764, 0.744, 0.77, 0.742, 0.69, 0.724, 0.726, 0.752]"
0.1,1000,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.69, 0.762, 0.744, 0.768, 0.742, 0.688, 0.722, 0.726, 0.754]"
0.1,1000,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.692, 0.764, 0.744, 0.77, 0.742, 0.69, 0.724, 0.726, 0.752]"
0.1,1000,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.69, 0.762, 0.744, 0.768, 0.742, 0.688, 0.722, 0.726, 0.754]"
0.1,1000,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,1000,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
0.1,1000,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.768, 0.754, 0.776, 0.742, 0.706, 0.736, 0.726, 0.776]"
0.1,1000,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.712, 0.768, 0.754, 0.776, 0.742, 0.706, 0.738, 0.726, 0.778]"
1.0,0,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
1.0,0,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.646, 0.662, 0.702, 0.674, 0.678, 0.654, 0.644, 0.68, 0.674, 0.7]"
